Season,Rank,Player,School,Power5,Conference,Division,Cl,Pos,G,Rec,Rec Yds,Rec TD
2015,110,Mitchell Herbert,Montana St.,N,Big Sky,FCS,So.,WR,11,42,562,8
2016,147,Mitchell Paige,Indiana,Y,Big Ten,FBS,Sr.,WR,13,58,646,4
2015,127,Mitchell Paige,Indiana,Y,Big Ten,FBS,Jr.,WR,13,57,684,6
2020,113,Mitchell Perkinson,Central Ark.,N,Southland,FCS,Jr.,WR,9,28,268,1
2022,176,Mitchell Tinsley,Penn St.,Y,Big Ten,FBS,Sr.,WR,13,51,577,5
2021,8,Mitchell Tinsley,Western Ky.,N,CUSA,FBS,Jr.,WR,14,87,1402,14
2020,193,Mitchell Tinsley,Western Ky.,N,CUSA,FBS,Jr.,WR,12,43,377,4
2023,15,MJ Wright,Fordham,N,Patriot,FCS,Sr.,WR,11,65,970,7
2022,9,MJ Wright,Fordham,N,Patriot,FCS,Sr.,WR,12,62,1156,11
2021,127,MJ Wright,Fordham,N,Patriot,FCS,Jr.,WR,11,39,541,1
2023,140,Monaray Baldwin,Baylor,Y,Big 12,FBS,Jr.,WR,12,38,623,4
2022,185,Monaray Baldwin,Baylor,Y,Big 12,FBS,So.,WR,11,33,565,4
